index,Name,Program Identifier,Inspection Date,Description,Address,City,Zip Code,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID
21,1000 SPIRITS,1000 SPIRITS,01/14/2015,Seating 51-150 - Risk Category III,1225 1ST AVE,SEATTLE,98101,(206) 612-2660,-122.33822298,47.60653938,1000 SPIRITS,Routine Inspection/Field Review,70,Unsatisfactory,False,red,0600 - Adequate handwashing facilities,10,PR0082813,DA1PEZKID,IVGLR9KOQ
22,1000 SPIRITS,1000 SPIRITS,01/14/2015,Seating 51-150 - Risk Category III,1225 1ST AVE,SEATTLE,98101,(206) 612-2660,-122.33822298,47.60653938,1000 SPIRITS,Routine Inspection/Field Review,70,Unsatisfactory,False,red,2300 - Proper Consumer Advisory posted for raw ...,5,PR0082813,DA1PEZKID,IV2ILDEKM
23,1000 SPIRITS,1000 SPIRITS,01/14/2015,Seating 51-150 - Risk Category III,1225 1ST AVE,SEATTLE,98101,(206) 612-2660,-122.33822298,47.60653938,1000 SPIRITS,Routine Inspection/Field Review,70,Unsatisfactory,False,red,0400 - Hands washed as required,25,PR0082813,DA1PEZKID,IVKXLANLV
24,1000 SPIRITS,1000 SPIRITS,02/11/2014,Seating 51-150 - Risk Category III,1225 1ST AVE,SEATTLE,98101,(206) 612-2660,-122.33822298,47.60653938,1000 SPIRITS,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0082813,DAEP0JDOR,
25,1000 SPIRITS,1000 SPIRITS,10/17/2013,Seating 51-150 - Risk Category III,1225 1ST AVE,SEATTLE,98101,(206) 612-2660,-122.33822298,47.60653938,1000 SPIRITS,Consultation/Education - Field,0,Complete,False,,,0,PR0082813,DA2472199,
26,1000 SPIRITS,1000 SPIRITS,03/05/2013,Seating 51-150 - Risk Category III,1225 1ST AVE,SEATTLE,98101,(206) 612-2660,-122.33822298,47.60653938,1000 SPIRITS,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0082813,DA2421588,
27,11TH AVENUE INN,11TH AVENUE INN,10/02/2014,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139052,47.619454131400005,11TH AVENUE INN,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0071293,DAQYMJPLB,
28,11TH AVENUE INN,11TH AVENUE INN,03/14/2013,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139052,47.619454131400005,11TH AVENUE INN,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0071293,DAVESYRCK,
29,11TH AVENUE INN,11TH AVENUE INN,07/13/2012,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139052,47.619454131400005,11TH AVENUE INN,Routine Inspection/Field Review,25,Unsatisfactory,False,red,0600 - Adequate handwashing facilities,10,PR0071293,DA2351989,IV5590203
30,11TH AVENUE INN,11TH AVENUE INN,07/13/2012,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139052,47.619454131400005,11TH AVENUE INN,Routine Inspection/Field Review,25,Unsatisfactory,False,red,0500 - Proper methods used to prevent bare hand...,15,PR0071293,DA2351989,IV5590246
31,11TH AVENUE INN,11TH AVENUE INN,12/06/2011,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139052,47.619454131400005,11TH AVENUE INN,Routine Inspection/Field Review,5,Unsatisfactory,False,red,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0071293,DA2287589,IV4446045
32,123 MARKET,123 MARKET,03/06/2014,Grocery Store - no seating Risk Category I,7144 BEACON AVE S,SEATTLE,98108,(206) 412-1291,-122.29438964,47.53826814,123 MARKET,Routine Inspection/Field Review,15,Unsatisfactory,False,blue,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0083323,DASA0KJWK,IVJY4KZXX
33,123 MARKET,123 MARKET,03/06/2014,Grocery Store - no seating Risk Category I,7144 BEACON AVE S,SEATTLE,98108,(206) 412-1291,-122.29438964,47.53826814,123 MARKET,Routine Inspection/Field Review,15,Unsatisfactory,False,red,0600 - Adequate handwashing facilities,10,PR0083323,DASA0KJWK,IVXSNB9IN
34,123 MARKET,123 MARKET,10/24/2013,Grocery Store - no seating Risk Category I,7144 BEACON AVE S,SEATTLE,98108,(206) 412-1291,-122.29438964,47.53826814,123 MARKET,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0083323,DA2476979,
35,123 THAI FOOD,123 THAI FOOD,12/01/2014,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,10,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0077121,DAPTANF7C,IVWQUBNXW
36,123 THAI FOOD,123 THAI FOOD,12/01/2014,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,10,Unsatisfactory,False,red,2200 - Accurate thermometer provided and used ...,5,PR0077121,DAPTANF7C,IVSS1K2FV
37,123 THAI FOOD,123 THAI FOOD,07/24/2014,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,10,Unsatisfactory,False,blue,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0077121,DAU2IVRYL,IV5ZPTGZX
38,123 THAI FOOD,123 THAI FOOD,07/24/2014,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,10,Unsatisfactory,False,red,2200 - Accurate thermometer provided and used ...,5,PR0077121,DAU2IVRYL,IV2PEDA6D
39,123 THAI FOOD,123 THAI FOOD,03/14/2014,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Consultation/Education - Field,0,Complete,False,,,0,PR0077121,DA02VMJZB,
40,123 THAI FOOD,123 THAI FOOD,06/18/2013,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Consultation/Education - Field,0,Complete,False,,,0,PR0077121,DAH7UKZ1I,
41,123 THAI FOOD,123 THAI FOOD,02/27/2013,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Return Inspection,0,Satisfactory,False,,,0,PR0077121,DA2417463,
42,123 THAI FOOD,123 THAI FOOD,01/29/2013,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,35,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food...,5,PR0077121,DA2409847,IV6491228
43,123 THAI FOOD,123 THAI FOOD,01/29/2013,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,35,Unsatisfactory,False,red,1600 - Proper cooling procedure,30,PR0077121,DA2409847,IV6491219
44,123 THAI FOOD,123 THAI FOOD,10/10/2012,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Consultation/Education - Field,0,Complete,False,,,0,PR0077121,DA2378804,
45,123 THAI FOOD,123 THAI FOOD,05/22/2012,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,15,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored",5,PR0077121,DA2336251,IV5364619
46,123 THAI FOOD,123 THAI FOOD,05/22/2012,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,15,Unsatisfactory,False,red,0900 - Proper washing of fruits and vegetables,10,PR0077121,DA2336251,IV5364611
47,123 THAI FOOD,123 THAI FOOD,03/06/2012,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,3,Satisfactory,False,blue,3700 - In-use utensils properly stored,3,PR0077121,DA2312323,IV4972809
48,123 THAI FOOD,123 THAI FOOD,12/05/2011,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,25,Unsatisfactory,False,blue,"4100 - Warewashing facilities properly installed,...",5,PR0077121,DA2286339,IV4431640
49,123 THAI FOOD,123 THAI FOOD,12/05/2011,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,25,Unsatisfactory,False,red,0600 - Adequate handwashing facilities,10,PR0077121,DA2286339,IV4431638
50,123 THAI FOOD,123 THAI FOOD,12/05/2011,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,25,Unsatisfactory,False,red,"2500 - Toxic substances properly identified,...",10,PR0077121,DA2286339,IV4431622
51,123 THAI FOOD,123 THAI FOOD,11/29/2011,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,40,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored",5,PR0077121,DA2284379,IV4399864
52,123 THAI FOOD,123 THAI FOOD,11/29/2011,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,40,Unsatisfactory,False,blue,"4100 - Warewashing facilities properly installed,...",5,PR0077121,DA2284379,IV4399888
53,123 THAI FOOD,123 THAI FOOD,11/29/2011,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,40,Unsatisfactory,False,red,1600 - Proper cooling procedure,30,PR0077121,DA2284379,IV4399845
54,123 THAI FOOD,123 THAI FOOD,08/23/2011,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Consultation/Education - Field,0,Complete,False,,,0,PR0077121,DA2253296,
55,123 THAI FOOD,123 THAI FOOD,06/21/2011,Seating 13-50 - Risk Category III,101 NICKERSON ST ,SEATTLE,98109,,-122.3552638709,47.648370508199996,123 THAI FOOD,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0077121,DA2232297,
56,125TH ST GRILL,125TH ST GRILL,10/08/2014,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,13,Unsatisfactory,False,blue,3700 - In-use utensils properly stored,3,PR0010573,DAY1FPLAT,IVCSY7SGA
57,125TH ST GRILL,125TH ST GRILL,10/08/2014,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,13,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0010573,DAY1FPLAT,IVVJVM0GM
58,125TH ST GRILL,125TH ST GRILL,07/16/2014,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,21,Unsatisfactory,False,blue,"4400 - Plumbing properly sized, installed,...",5,PR0010573,DATUB2LEQ,IV7LFCBY3
59,125TH ST GRILL,125TH ST GRILL,07/16/2014,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,21,Unsatisfactory,False,blue,3700 - In-use utensils properly stored,3,PR0010573,DATUB2LEQ,IVDGWETAQ
60,125TH ST GRILL,125TH ST GRILL,07/16/2014,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,21,Unsatisfactory,False,blue,3000 - Proper thawing methods used,3,PR0010573,DATUB2LEQ,IVDHCPWR9
61,125TH ST GRILL,125TH ST GRILL,07/16/2014,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,21,Unsatisfactory,False,red,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0010573,DATUB2LEQ,IVIV4GPF8
62,125TH ST GRILL,125TH ST GRILL,12/04/2013,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,10,Satisfactory,False,blue,"4100 - Warewashing facilities properly installed,...",5,PR0010573,DAZLDXZRC,IVCFXAGY8
63,125TH ST GRILL,125TH ST GRILL,12/04/2013,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,10,Satisfactory,False,blue,"4400 - Plumbing properly sized, installed,...",5,PR0010573,DAZLDXZRC,IVF5ZFK6K
64,125TH ST GRILL,125TH ST GRILL,08/01/2013,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0010573,DAD43HFOF,IVDXMDLTO
65,125TH ST GRILL,125TH ST GRILL,08/01/2013,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,blue,"4100 - Warewashing facilities properly installed,...",5,PR0010573,DAD43HFOF,IV0TDOEN5
66,125TH ST GRILL,125TH ST GRILL,08/01/2013,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0010573,DAD43HFOF,IV0N1VPTL
67,125TH ST GRILL,125TH ST GRILL,08/01/2013,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,red,1400 - Raw meats below and away from ready to eat food; species separated,5,PR0010573,DAD43HFOF,IVZLUKTNA
68,125TH ST GRILL,125TH ST GRILL,04/30/2013,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Consultation/Education - Field,0,Complete,False,,,0,PR0010573,DATDDK61Z,
69,125TH ST GRILL,125TH ST GRILL,12/27/2012,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored",5,PR0010573,DA2401028,IV6331860
70,125TH ST GRILL,125TH ST GRILL,12/27/2012,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,red,0500 - Proper methods used to prevent bare hand...,15,PR0010573,DA2401028,IV6331849
71,125TH ST GRILL,125TH ST GRILL,09/12/2012,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,25,Unsatisfactory,False,red,1710 - Proper hot holding temperatures (less than 130 degrees F ),25,PR0010573,DA2369966,IV5891304
72,125TH ST GRILL,125TH ST GRILL,03/19/2012,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Consultation/Education - Field,0,Complete,False,,,0,PR0010573,DA2316208,
73,125TH ST GRILL,125TH ST GRILL,11/15/2011,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,0,Satisfactory,False,,,0,PR0010573,DA2280576,
74,125TH ST GRILL,125TH ST GRILL,07/25/2011,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,blue,"3100 - Proper labeling, signage",5,PR0010573,DA2243721,IV3805110
75,125TH ST GRILL,125TH ST GRILL,07/25/2011,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,blue,3300 - Potential food contamination prevented during ...,5,PR0010573,DA2243721,IV3805141
76,125TH ST GRILL,125TH ST GRILL,07/25/2011,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food...,5,PR0010573,DA2243721,IV3805149
77,125TH ST GRILL,125TH ST GRILL,07/25/2011,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Routine Inspection/Field Review,20,Unsatisfactory,False,red,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0010573,DA2243721,IV3805129
78,125TH ST GRILL,125TH ST GRILL,02/02/2011,Seating 51-150 - Risk Category III,12255 AURORA AVE N ,Seattle,98133,(206) 363-8950,-122.34530768129999,47.719315451099995,125TH ST GRILL,Consultation/Education - Field,0,Complete,False,,,0,PR0010573,DA2190631,
79,12TH AVE CAFFE,12TH AVE CAFFE,01/12/2015,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,False,blue,3900 - Single use and single service articles properly...,3,PR0076550,DAOMSUBLC,IVLVTLQ0W
80,12TH AVE CAFFE,12TH AVE CAFFE,01/12/2015,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,False,blue,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0076550,DAOMSUBLC,IVGW3BVDT
81,12TH AVE CAFFE,12TH AVE CAFFE,01/12/2015,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,False,red,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0076550,DAOMSUBLC,IVQ87BI15
82,12TH AVE CAFFE,12TH AVE CAFFE,01/12/2015,Limited Food Services - no permanent plumbing,1211 E ALDER ST ,SEATTLE,98122,(206) 931-1326,-122.314786426,47.604780663,12TH AVE CAFFE,Routine Inspection/Field Review,18,Unsatisfactory,False,red,2200 - Accurate thermometer provided and used ...,5,PR0076550,DAOMSUBLC,IVUOXVEYH
